timestamp,symbol,price
2025-10-30T23:30:32.887265,AAPL,111.54
2025-10-30T23:30:32.897833,AAPL,114.78
2025-10-30T23:30:32.908384,AAPL,115.76
2025-10-30T23:30:32.919406,AAPL,109.98
2025-10-30T23:30:32.929953,AAPL,111.16
2025-10-30T23:30:32.940181,AAPL,113.23
2025-10-30T23:30:32.950816,AAPL,111.3
2025-10-30T23:30:32.961344,AAPL,109.88
2025-10-30T23:30:32.971873,AAPL,110.1
2025-10-30T23:30:32.982467,AAPL,112.29
2025-10-30T23:30:32.993208,AAPL,113.88
2025-10-30T23:30:33.003818,AAPL,109.55
2025-10-30T23:30:33.014736,AAPL,109.2
2025-10-30T23:30:33.024948,AAPL,111.7
2025-10-30T23:30:33.035469,AAPL,113.75
2025-10-30T23:30:33.045836,AAPL,106.64
2025-10-30T23:30:33.056317,AAPL,103.91
2025-10-30T23:30:33.066830,AAPL,102.7
2025-10-30T23:30:33.077364,AAPL,101.49
2025-10-30T23:30:33.088051,AAPL,104.91
2025-10-30T23:30:33.098656,AAPL,107.36
2025-10-30T23:30:33.109216,AAPL,109.28
2025-10-30T23:30:33.119718,AAPL,109.82
2025-10-30T23:30:33.130336,AAPL,108.93
2025-10-30T23:30:33.140898,AAPL,109.09
2025-10-30T23:30:33.151411,AAPL,109.11
2025-10-30T23:30:33.161932,AAPL,108.24
2025-10-30T23:30:33.172355,AAPL,104.52
2025-10-30T23:30:33.182925,AAPL,103.43
2025-10-30T23:30:33.193497,AAPL,103.83
2025-10-30T23:30:33.204101,AAPL,102.2
2025-10-30T23:30:33.216013,AAPL,102.14
2025-10-30T23:30:33.226122,AAPL,99.13
2025-10-30T23:30:33.236664,AAPL,102.17
2025-10-30T23:30:33.247254,AAPL,98.32
2025-10-30T23:30:33.258209,AAPL,101.23
2025-10-30T23:30:33.268413,AAPL,104.77
2025-10-30T23:30:33.278619,AAPL,105.06
2025-10-30T23:30:33.289392,AAPL,102.28
2025-10-30T23:30:33.299927,AAPL,99.99
2025-10-30T23:30:33.310409,AAPL,102.98
2025-10-30T23:30:33.320993,AAPL,100.15
2025-10-30T23:30:33.331454,AAPL,98.01
2025-10-30T23:30:33.341829,AAPL,99.41
2025-10-30T23:30:33.352173,AAPL,102.04
2025-10-30T23:30:33.362348,AAPL,104.2
2025-10-30T23:30:33.373260,AAPL,104.14
2025-10-30T23:30:33.383900,AAPL,103.53
2025-10-30T23:30:33.394443,AAPL,107.96
2025-10-30T23:30:33.405000,AAPL,107.11
2025-10-30T23:30:33.415373,AAPL,106.38
2025-10-30T23:30:33.425879,AAPL,107.36
2025-10-30T23:30:33.436397,AAPL,103.44
2025-10-30T23:30:33.446593,AAPL,104.18
2025-10-30T23:30:33.457008,AAPL,104.41
2025-10-30T23:30:33.467582,AAPL,103.9
2025-10-30T23:30:33.478120,AAPL,104.26
2025-10-30T23:30:33.488600,AAPL,104.49
2025-10-30T23:30:33.498821,AAPL,105.73
2025-10-30T23:30:33.509181,AAPL,101.16
2025-10-30T23:30:33.519659,AAPL,104.33
2025-10-30T23:30:33.530685,AAPL,108.81
2025-10-30T23:30:33.544234,AAPL,109.97
2025-10-30T23:30:33.555084,AAPL,112.49
2025-10-30T23:30:33.565440,AAPL,115.7
2025-10-30T23:30:33.575994,AAPL,120.82
2025-10-30T23:30:33.586383,AAPL,120.56
2025-10-30T23:30:33.597043,AAPL,123.53
2025-10-30T23:30:33.607307,AAPL,120.46
2025-10-30T23:30:33.617705,AAPL,123.33
2025-10-30T23:30:33.627938,AAPL,122.61
2025-10-30T23:30:33.638484,AAPL,122.18
2025-10-30T23:30:33.649001,AAPL,124.36
2025-10-30T23:30:33.659629,AAPL,122.08
2025-10-30T23:30:33.670147,AAPL,126.13
2025-10-30T23:30:33.680695,AAPL,125.63
2025-10-30T23:30:33.691159,AAPL,125.66
2025-10-30T23:30:33.703078,AAPL,126.13
2025-10-30T23:30:33.713778,AAPL,124.33
2025-10-30T23:30:33.724387,AAPL,121.03
2025-10-30T23:30:33.734944,AAPL,123.68
2025-10-30T23:30:33.745551,AAPL,128.82
2025-10-30T23:30:33.756587,AAPL,127.39
2025-10-30T23:30:33.767102,AAPL,128.27
2025-10-30T23:30:33.777661,AAPL,129.82
2025-10-30T23:30:33.788227,AAPL,129.71
2025-10-30T23:30:33.799308,AAPL,129.9
2025-10-30T23:30:33.809864,AAPL,133.56
2025-10-30T23:30:33.820180,AAPL,132.9
2025-10-30T23:30:33.830914,AAPL,132.27
2025-10-30T23:30:33.841462,AAPL,133.22
2025-10-30T23:30:33.852186,AAPL,132.62
2025-10-30T23:30:33.862384,AAPL,125.51
2025-10-30T23:30:33.872900,AAPL,126.29
2025-10-30T23:30:33.883460,AAPL,127.23
2025-10-30T23:30:33.894374,AAPL,126.98
2025-10-30T23:30:33.904963,AAPL,125.0
2025-10-30T23:30:33.915502,AAPL,127.72
2025-10-30T23:30:33.926042,AAPL,130.23
2025-10-30T23:30:33.936684,AAPL,128.17
2025-10-30T23:30:33.947208,AAPL,126.79
2025-10-30T23:30:33.957743,AAPL,126.74
2025-10-30T23:30:33.968856,AAPL,132.69
2025-10-30T23:30:33.979558,AAPL,136.24
2025-10-30T23:30:33.990267,AAPL,136.54
2025-10-30T23:30:34.000954,AAPL,138.13
2025-10-30T23:30:34.011488,AAPL,140.15
2025-10-30T23:30:34.022013,AAPL,137.76
2025-10-30T23:30:34.032437,AAPL,134.29
2025-10-30T23:30:34.043001,AAPL,131.3
2025-10-30T23:30:34.053523,AAPL,129.68
2025-10-30T23:30:34.064138,AAPL,126.17
2025-10-30T23:30:34.075188,AAPL,127.57
2025-10-30T23:30:34.085728,AAPL,124.49
2025-10-30T23:30:34.096436,AAPL,123.95
2025-10-30T23:30:34.107486,AAPL,125.2
2025-10-30T23:30:34.118008,AAPL,123.26
2025-10-30T23:30:34.128547,AAPL,123.65
2025-10-30T23:30:34.140309,AAPL,122.04
2025-10-30T23:30:34.151013,AAPL,118.33
2025-10-30T23:30:34.161549,AAPL,116.73
2025-10-30T23:30:34.172404,AAPL,116.14
2025-10-30T23:30:34.182944,AAPL,113.81
2025-10-30T23:30:34.193320,AAPL,110.17
2025-10-30T23:30:34.203699,AAPL,106.6
2025-10-30T23:30:34.214232,AAPL,106.63
2025-10-30T23:30:34.224612,AAPL,107.04
2025-10-30T23:30:34.235152,AAPL,107.2
2025-10-30T23:30:34.245676,AAPL,104.68
2025-10-30T23:30:34.256237,AAPL,103.16
2025-10-30T23:30:34.266847,AAPL,107.27
2025-10-30T23:30:34.277399,AAPL,108.44
2025-10-30T23:30:34.287943,AAPL,108.07
2025-10-30T23:30:34.298527,AAPL,111.97
2025-10-30T23:30:34.309052,AAPL,114.51
2025-10-30T23:30:34.319668,AAPL,117.59
2025-10-30T23:30:34.331751,AAPL,117.67
2025-10-30T23:30:34.342303,AAPL,119.05
2025-10-30T23:30:34.352840,AAPL,117.71
2025-10-30T23:30:34.363585,AAPL,119.54
2025-10-30T23:30:34.373750,AAPL,117.72
2025-10-30T23:30:34.384295,AAPL,117.76
2025-10-30T23:30:34.394503,AAPL,115.95
2025-10-30T23:30:34.404982,AAPL,117.15
2025-10-30T23:30:34.415123,AAPL,115.37
2025-10-30T23:30:34.425695,AAPL,119.43
2025-10-30T23:30:34.436550,AAPL,118.77
2025-10-30T23:30:34.447136,AAPL,119.29
2025-10-30T23:30:34.457678,AAPL,121.35
2025-10-30T23:30:34.468204,AAPL,126.33
2025-10-30T23:30:34.478773,AAPL,121.94
2025-10-30T23:30:34.492353,AAPL,121.11
2025-10-30T23:30:34.503382,AAPL,118.27
2025-10-30T23:30:34.513942,AAPL,120.7
2025-10-30T23:30:34.524468,AAPL,118.06
2025-10-30T23:30:34.535082,AAPL,116.77
2025-10-30T23:30:34.545559,AAPL,114.58
2025-10-30T23:30:34.556079,AAPL,115.23
2025-10-30T23:30:34.566641,AAPL,117.58
2025-10-30T23:30:34.577181,AAPL,120.56
2025-10-30T23:30:34.587701,AAPL,123.47
2025-10-30T23:30:34.598601,AAPL,123.71
2025-10-30T23:30:34.609125,AAPL,122.72
2025-10-30T23:30:34.619675,AAPL,120.44
2025-10-30T23:30:34.631214,AAPL,120.02
2025-10-30T23:30:34.641786,AAPL,121.84
2025-10-30T23:30:34.652342,AAPL,124.86
2025-10-30T23:30:34.662755,AAPL,126.06
2025-10-30T23:30:34.673276,AAPL,123.29
2025-10-30T23:30:34.683789,AAPL,122.0
2025-10-30T23:30:34.694205,AAPL,124.62
2025-10-30T23:30:34.704761,AAPL,123.21
2025-10-30T23:30:34.715298,AAPL,121.3
2025-10-30T23:30:34.725812,AAPL,118.03
2025-10-30T23:30:34.736884,AAPL,115.26
2025-10-30T23:30:34.747366,AAPL,118.19
2025-10-30T23:30:34.757903,AAPL,117.44
2025-10-30T23:30:34.768127,AAPL,119.97
2025-10-30T23:30:34.778791,AAPL,120.68
2025-10-30T23:30:34.789310,AAPL,123.61
2025-10-30T23:30:34.800395,AAPL,125.06
2025-10-30T23:30:34.810998,AAPL,127.97
2025-10-30T23:30:34.821532,AAPL,128.32
2025-10-30T23:30:34.832106,AAPL,130.65
2025-10-30T23:30:34.842669,AAPL,126.05
2025-10-30T23:30:34.853225,AAPL,127.39
2025-10-30T23:30:34.863760,AAPL,124.4
2025-10-30T23:30:34.874302,AAPL,128.12
2025-10-30T23:30:34.884832,AAPL,127.37
2025-10-30T23:30:34.895570,AAPL,126.53
2025-10-30T23:30:34.906148,AAPL,125.56
2025-10-30T23:30:34.916659,AAPL,127.83
2025-10-30T23:30:34.927048,AAPL,123.78
2025-10-30T23:30:34.937737,AAPL,124.99
2025-10-30T23:30:34.947962,AAPL,125.78
2025-10-30T23:30:34.958581,AAPL,129.82
2025-10-30T23:30:34.969612,AAPL,131.03
2025-10-30T23:30:34.980161,AAPL,137.96
2025-10-30T23:30:34.990433,AAPL,139.96
2025-10-30T23:30:35.001238,AAPL,137.98
2025-10-30T23:30:35.012113,AAPL,139.33
2025-10-30T23:30:35.022695,AAPL,136.69
2025-10-30T23:30:35.033229,AAPL,136.08
2025-10-30T23:30:35.043754,AAPL,137.84
2025-10-30T23:30:35.054286,AAPL,137.02
2025-10-30T23:30:35.064913,AAPL,134.6
2025-10-30T23:30:35.075479,AAPL,139.31
2025-10-30T23:30:35.086012,AAPL,139.1
2025-10-30T23:30:35.097106,AAPL,136.4
2025-10-30T23:30:35.107674,AAPL,134.5
2025-10-30T23:30:35.118187,AAPL,133.13
2025-10-30T23:30:35.128440,AAPL,133.8
2025-10-30T23:30:35.139206,AAPL,137.56
2025-10-30T23:30:35.149731,AAPL,138.12
2025-10-30T23:30:35.160138,AAPL,143.29
2025-10-30T23:30:35.170767,AAPL,145.76
2025-10-30T23:30:35.181300,AAPL,147.91
2025-10-30T23:30:35.191674,AAPL,151.37
2025-10-30T23:30:35.202216,AAPL,151.67
2025-10-30T23:30:35.212742,AAPL,153.64
2025-10-30T23:30:35.223275,AAPL,149.68
2025-10-30T23:30:35.233802,AAPL,152.34
2025-10-30T23:30:35.244351,AAPL,152.84
2025-10-30T23:30:35.254910,AAPL,156.64
2025-10-30T23:30:35.265447,AAPL,150.9
2025-10-30T23:30:35.276600,AAPL,148.36
2025-10-30T23:30:35.287139,AAPL,152.86
2025-10-30T23:30:35.297674,AAPL,154.77
2025-10-30T23:30:35.308108,AAPL,154.34
2025-10-30T23:30:35.318340,AAPL,156.72
2025-10-30T23:30:35.329035,AAPL,157.6
2025-10-30T23:30:35.339572,AAPL,165.66
2025-10-30T23:30:35.350161,AAPL,163.82
2025-10-30T23:30:35.361544,AAPL,162.59
2025-10-30T23:30:35.372128,AAPL,164.31
2025-10-30T23:30:35.382616,AAPL,163.04
2025-10-30T23:30:35.393124,AAPL,159.54
2025-10-30T23:30:35.404699,AAPL,156.09
2025-10-30T23:30:35.415259,AAPL,154.47
2025-10-30T23:30:35.425800,AAPL,150.74
2025-10-30T23:30:35.436359,AAPL,152.41
2025-10-30T23:30:35.446902,AAPL,151.02
2025-10-30T23:30:35.457283,AAPL,147.55
2025-10-30T23:30:35.467901,AAPL,146.55
2025-10-30T23:30:35.478424,AAPL,140.51
2025-10-30T23:30:35.489091,AAPL,140.93
2025-10-30T23:30:35.500150,AAPL,142.42
2025-10-30T23:30:35.510689,AAPL,138.69
2025-10-30T23:30:35.521367,AAPL,135.04
2025-10-30T23:30:35.532388,AAPL,134.91
2025-10-30T23:30:35.542917,AAPL,137.25
2025-10-30T23:30:35.553296,AAPL,137.81
2025-10-30T23:30:35.564336,AAPL,137.95
2025-10-30T23:30:35.574883,AAPL,138.81
2025-10-30T23:30:35.585401,AAPL,140.53
2025-10-30T23:30:35.595936,AAPL,137.75
2025-10-30T23:30:35.606263,AAPL,141.25
2025-10-30T23:30:35.616995,AAPL,137.53
2025-10-30T23:30:35.627530,AAPL,136.67
2025-10-30T23:30:35.638003,AAPL,135.68
2025-10-30T23:30:35.648386,AAPL,136.34
2025-10-30T23:30:35.658944,AAPL,134.17
2025-10-30T23:30:35.669471,AAPL,135.4
2025-10-30T23:30:35.679761,AAPL,134.29
2025-10-30T23:30:35.690801,AAPL,134.77
2025-10-30T23:30:35.701857,AAPL,133.81
2025-10-30T23:30:35.712628,AAPL,136.35
2025-10-30T23:30:35.723403,AAPL,131.88
2025-10-30T23:30:35.733983,AAPL,130.34
2025-10-30T23:30:35.744688,AAPL,128.1
2025-10-30T23:30:35.755288,AAPL,128.93
2025-10-30T23:30:35.765910,AAPL,128.13
2025-10-30T23:30:35.776809,AAPL,129.15
2025-10-30T23:30:35.787362,AAPL,130.54
2025-10-30T23:30:35.797912,AAPL,131.09
2025-10-30T23:30:35.808519,AAPL,130.59
2025-10-30T23:30:35.819553,AAPL,127.69
2025-10-30T23:30:35.830074,AAPL,129.23
2025-10-30T23:30:35.840988,AAPL,132.09
2025-10-30T23:30:35.851512,AAPL,128.84
2025-10-30T23:30:35.862090,AAPL,128.35
2025-10-30T23:30:35.872606,AAPL,130.83
2025-10-30T23:30:35.882931,AAPL,130.69
2025-10-30T23:30:35.893478,AAPL,129.86
2025-10-30T23:30:35.904230,AAPL,126.28
2025-10-30T23:30:35.914735,AAPL,128.22
2025-10-30T23:30:35.925274,AAPL,131.14
2025-10-30T23:30:35.935794,AAPL,133.02
2025-10-30T23:30:35.946072,AAPL,135.74
2025-10-30T23:30:35.956917,AAPL,133.36
2025-10-30T23:30:35.967504,AAPL,134.77
2025-10-30T23:30:35.977736,AAPL,134.37
2025-10-30T23:30:35.988494,AAPL,132.14
2025-10-30T23:30:35.999028,AAPL,135.03
2025-10-30T23:30:36.009836,AAPL,133.96
2025-10-30T23:30:36.020410,AAPL,136.48
2025-10-30T23:30:36.031459,AAPL,130.43
2025-10-30T23:30:36.041984,AAPL,124.11
2025-10-30T23:30:36.052522,AAPL,118.68
2025-10-30T23:30:36.063034,AAPL,116.14
2025-10-30T23:30:36.073556,AAPL,118.27
2025-10-30T23:30:36.084118,AAPL,121.01
2025-10-30T23:30:36.094948,AAPL,115.95
2025-10-30T23:30:36.105559,AAPL,115.65
2025-10-30T23:30:36.116414,AAPL,118.68
2025-10-30T23:30:36.126933,AAPL,120.12
2025-10-30T23:30:36.137470,AAPL,122.0
2025-10-30T23:30:36.147790,AAPL,118.59
2025-10-30T23:30:36.158359,AAPL,117.66
2025-10-30T23:30:36.169087,AAPL,114.2
2025-10-30T23:30:36.179744,AAPL,109.45
2025-10-30T23:30:36.190104,AAPL,105.67
2025-10-30T23:30:36.200546,AAPL,104.61
2025-10-30T23:30:36.211116,AAPL,104.72
2025-10-30T23:30:36.221470,AAPL,101.98
2025-10-30T23:30:36.231847,AAPL,99.3
2025-10-30T23:30:36.242419,AAPL,99.21
2025-10-30T23:30:36.253115,AAPL,98.18
2025-10-30T23:30:36.263413,AAPL,99.39
2025-10-30T23:30:36.274367,AAPL,97.65
2025-10-30T23:30:36.285165,AAPL,95.03
2025-10-30T23:30:36.295715,AAPL,94.97
2025-10-30T23:30:36.306295,AAPL,93.55
2025-10-30T23:30:36.317025,AAPL,90.21
2025-10-30T23:30:36.327821,AAPL,88.0
2025-10-30T23:30:36.338344,AAPL,87.61
